Card_UID,Card_SNO
2389268,250R001868
2389269,250R001869
2389270,250R001870
2389271,250R001871
2389272,250R001872
2389273,250R001873
2389274,250R001874
2389275,250R001875
2389276,250R001876
2389277,250R001877
2389278,250R001878
2389279,250R001879
2389280,250R001880
2389281,250R001881
2389282,250R001882
2389283,250R001883
2389284,250R001884
2389285,250R001885
2389286,250R001886
2389287,250R001887
2389288,250R001888
2389289,250R001889
2389290,250R001890
2389291,250R001891
2389292,250R001892
2389293,250R001893
2389294,250R001894
2389295,250R001895
2389296,250R001896
2389297,250R001897
2389298,250R001898
2389299,250R001899
2389300,250R001900
2389301,250R001901
2389302,250R001902
2389303,250R001903
2389304,250R001904
2389305,250R001905
2389306,250R001906
2389307,250R001907
2389308,250R001908
2389309,250R001909
2389310,250R001910
2389311,250R001911
2389312,250R001912
2389313,250R001913
2389314,250R001914
2389315,250R001915
2389316,250R001916
2389317,250R001917
2389318,250R001918
2389319,250R001919
2389320,250R001920
2389321,250R001921
2389322,250R001922
2389323,250R001923
2389324,250R001924
2389325,250R001925
2389326,250R001926
2389327,250R001927
2389328,250R001928
2389329,250R001929
2389330,250R001930
2389331,250R001931
2389332,250R001932
2389333,250R001933
2389334,250R001934
2389335,250R001935
2389336,250R001936
2389337,250R001937
2389338,250R001938
2389339,250R001939
2389340,250R001940
2389341,250R001941
2389342,250R001942
2389343,250R001943
2389344,250R001944
2389345,250R001945
2389346,250R001946
2389347,250R001947
2389348,250R001948
2389349,250R001949
2389350,250R001950
2389351,250R001951
2389352,250R001952
2389353,250R001953
2389354,250R001954
2389355,250R001955
2389356,250R001956
2389357,250R001957
2389358,250R001958
2389359,250R001959
2389360,250R001960
2389361,250R001961
2389362,250R001962
2389363,250R001963
2389364,250R001964
2389365,250R001965
2389366,250R001966
2389367,250R001967
2389368,250R001968
2389369,250R001969
2389370,250R001970
2389371,250R001971
2389372,250R001972
2389373,250R001973
2389374,250R001974
2389375,250R001975
2389376,250R001976
2389377,250R001977
2389378,250R001978
2389379,250R001979
2389380,250R001980
2389381,250R001981
2389382,250R001982
2389383,250R001983
2389384,250R001984
2389385,250R001985
2389386,250R001986
2389387,250R001987
2389388,250R001988
2389389,250R001989
2389390,250R001990
2389391,250R001991
2389392,250R001992
2389393,250R001993
2389394,250R001994
2389395,250R001995
2389396,250R001996
2389397,250R001997
2389398,250R001998
2389399,250R001999
2389400,250R002000
2389401,250R002001
2389402,250R002002
2389403,250R002003
2389404,250R002004
2389405,250R002005
2389406,250R002006
2389407,250R002007
2389408,250R002008
2389409,250R002009
2389410,250R002010
2389411,250R002011
2389412,250R002012
2389413,250R002013
2389414,250R002014
2389415,250R002015
2389416,250R002016
2389417,250R002017
2389418,250R002018
2389419,250R002019
2389420,250R002020
2389421,250R002021
2389422,250R002022
2389423,250R002023
2389424,250R002024
2389425,250R002025
2389426,250R002026
2389427,250R002027
2389428,250R002028
2389429,250R002029
2389430,250R002030
2389431,250R002031
2389432,250R002032
2389433,250R002033
2389434,250R002034
2389435,250R002035
2389436,250R002036
2389437,250R002037
2389438,250R002038
2389439,250R002039
2389440,250R002040
2389441,250R002041
2389442,250R002042
2389443,250R002043
2389444,250R002044
2389445,250R002045
2389446,250R002046
2389447,250R002047
2389448,250R002048
2389449,250R002049
2389450,250R002050
2389451,250R002051
2389452,250R002052
2389453,250R002053
2389454,250R002054
2389455,250R002055
2389456,250R002056
2389457,250R002057
2389458,250R002058
2389459,250R002059
2389460,250R002060
2389461,250R002061
2389462,250R002062
2389463,250R002063
2389464,250R002064
2389465,250R002065
2389466,250R002066
2389467,250R002067
2389468,250R002068
2389469,250R002069
2389470,250R002070
2389471,250R002071
2389472,250R002072
2389473,250R002073
2389474,250R002074
2389475,250R002075
2389476,250R002076
2389477,250R002077
2389478,250R002078
2389479,250R002079
2389480,250R002080
2389481,250R002081
2389482,250R002082
2389483,250R002083
2389484,250R002084
2389485,250R002085
2389486,250R002086
2389487,250R002087
2389488,250R002088
2389489,250R002089
2389490,250R002090
2389491,250R002091
2389492,250R002092
2389493,250R002093
2389494,250R002094
2389495,250R002095
2389496,250R002096
2389497,250R002097
2389498,250R002098
2389499,250R002099
2389500,250R002100
2389501,250R002101
2389502,250R002102
2389503,250R002103
2389504,250R002104
2389505,250R002105
2389506,250R002106
2389507,250R002107
2389508,250R002108
2389509,250R002109
2389510,250R002110
2389511,250R002111
2389512,250R002112
2389513,250R002113
2389514,250R002114
2389515,250R002115
2389516,250R002116
2389517,250R002117
2389518,250R002118
2389519,250R002119
2389520,250R002120
2389521,250R002121
2389522,250R002122
2389523,250R002123
2389524,250R002124
2389525,250R002125
2389526,250R002126
2389527,250R002127
2389528,250R002128
2389529,250R002129
2389530,250R002130
2389531,250R002131
2389532,250R002132
2389533,250R002133
2389534,250R002134
2389535,250R002135
2389536,250R002136
2389537,250R002137
2389538,250R002138
2389539,250R002139
2389540,250R002140
2389541,250R002141
2389542,250R002142
2389543,250R002143
2389544,250R002144
2389545,250R002145
2389546,250R002146
2389547,250R002147
2389548,250R002148
2389549,250R002149
2389550,250R002150
2389551,250R002151
2389552,250R002152
2389553,250R002153
2389554,250R002154
2389555,250R002155
2389556,250R002156
2389557,250R002157
2389558,250R002158
2389559,250R002159
2389560,250R002160
2389561,250R002161
2389562,250R002162
2389563,250R002163
2389564,250R002164
2389565,250R002165
2389566,250R002166
2389567,250R002167
2389568,250R002168
2389569,250R002169
2389570,250R002170
2389571,250R002171
2389572,250R002172
2389573,250R002173
2389574,250R002174
2389575,250R002175
2389576,250R002176
2389577,250R002177
2389578,250R002178
2389579,250R002179
2389580,250R002180
2389581,250R002181
2389582,250R002182
2389583,250R002183
2389584,250R002184
2389585,250R002185
2389586,250R002186
2389587,250R002187
2389588,250R002188
2389589,250R002189
2389590,250R002190
2389591,250R002191
2389592,250R002192
2389593,250R002193
2389594,250R002194
2389595,250R002195
2389596,250R002196
2389597,250R002197
2389598,250R002198
2389599,250R002199
2389600,250R002200
2389601,250R002201
2389602,250R002202
2389603,250R002203
2389604,250R002204
2389605,250R002205
2389606,250R002206
2389607,250R002207
2389608,250R002208
2389609,250R002209
2389610,250R002210
2389611,250R002211
2389612,250R002212
2389613,250R002213
2389614,250R002214
2389615,250R002215
2389616,250R002216
2389617,250R002217
2389618,250R002218
2389619,250R002219
2389620,250R002220
2389621,250R002221
2389622,250R002222
2389623,250R002223
2389624,250R002224
2389625,250R002225
2389626,250R002226
2389627,250R002227
2389628,250R002228
2389629,250R002229
2389630,250R002230
2389631,250R002231
2389632,250R002232
2389633,250R002233
2389634,250R002234
2389635,250R002235
2389636,250R002236
2389637,250R002237
2389638,250R002238
2389639,250R002239
2389640,250R002240
2389641,250R002241
2389642,250R002242
2389643,250R002243
2389644,250R002244
2389645,250R002245
2389646,250R002246
2389647,250R002247
2389648,250R002248
2389649,250R002249
2389650,250R002250
2389651,250R002251
2389652,250R002252
2389653,250R002253
2389654,250R002254
2389655,250R002255
2389656,250R002256
2389657,250R002257
2389658,250R002258
2389659,250R002259
2389660,250R002260
2389661,250R002261
2389662,250R002262
2389663,250R002263
2389664,250R002264
2389665,250R002265
2389666,250R002266
2389667,250R002267
2389668,250R002268
2389669,250R002269
2389670,250R002270
2389671,250R002271
2389672,250R002272
2389673,250R002273
2389674,250R002274
2389675,250R002275
2389676,250R002276
2389677,250R002277
2389678,250R002278
2389679,250R002279
2389680,250R002280
2389681,250R002281
2389682,250R002282
2389683,250R002283
2389684,250R002284
2389685,250R002285
2389686,250R002286
2389687,250R002287
2389688,250R002288
2389689,250R002289
2389690,250R002290
2389691,250R002291
2389692,250R002292
2389693,250R002293
2389694,250R002294
2389695,250R002295
2389696,250R002296
2389697,250R002297
2389698,250R002298
2389699,250R002299
2389700,250R002300
2389701,250R002301
2389702,250R002302
2389703,250R002303
2389704,250R002304
2389705,250R002305
2389706,250R002306
2389707,250R002307
2389708,250R002308
2389709,250R002309
2389710,250R002310
2389711,250R002311
2389712,250R002312
2389713,250R002313
2389714,250R002314
2389715,250R002315
2389716,250R002316
2389717,250R002317
2389718,250R002318
2389719,250R002319
2389720,250R002320
2389721,250R002321
2389722,250R002322
2389723,250R002323
2389724,250R002324
2389725,250R002325
2389726,250R002326
2389727,250R002327
2389728,250R002328
2389729,250R002329
2389730,250R002330
2389731,250R002331
2389732,250R002332
2389733,250R002333
2389734,250R002334
2389735,250R002335
2389736,250R002336
2389737,250R002337
2389738,250R002338
2389739,250R002339
2389740,250R002340
2389741,250R002341
2389742,250R002342
2389743,250R002343
2389744,250R002344
2389745,250R002345
2389746,250R002346
2389747,250R002347
2389748,250R002348
2389749,250R002349
2389750,250R002350
2389751,250R002351
2389752,250R002352
2389753,250R002353
2389754,250R002354
2389755,250R002355
2389756,250R002356
2389757,250R002357
2389758,250R002358
2389759,250R002359
2389760,250R002360
2389761,250R002361
2389762,250R002362
2389763,250R002363
2389764,250R002364
2389765,250R002365
2389766,250R002366
2389767,250R002367
2389768,250R002368
2389769,250R002369
2389770,250R002370
2389771,250R002371
2389772,250R002372
2389773,250R002373
2389774,250R002374
2389775,250R002375
2389776,250R002376
2389777,250R002377
2389778,250R002378
2389779,250R002379
2389780,250R002380
2389781,250R002381
2389782,250R002382
2389783,250R002383
2389784,250R002384
2389785,250R002385
2389786,250R002386
2389787,250R002387
2389788,250R002388
2389789,250R002389
2389790,250R002390
2389791,250R002391
2389792,250R002392
2389793,250R002393
2389794,250R002394
2389795,250R002395
2389796,250R002396
2389797,250R002397
2389798,250R002398
2389799,250R002399
2389800,250R002400
2389801,250R002401
2389802,250R002402
2389803,250R002403
2389804,250R002404
2389805,250R002405
2389806,250R002406
2389807,250R002407
2389808,250R002408
2389809,250R002409
2389810,250R002410
2389811,250R002411
2389812,250R002412
2389813,250R002413
2389814,250R002414
2389815,250R002415
2389816,250R002416
2389817,250R002417
2389818,250R002418
2389819,250R002419
2389820,250R002420
2389821,250R002421
2389822,250R002422
2389823,250R002423
2389824,250R002424
2389825,250R002425
2389826,250R002426
2389827,250R002427
2389828,250R002428
2389829,250R002429
2389830,250R002430
2389831,250R002431
2389832,250R002432
2389833,250R002433
2389834,250R002434
2389835,250R002435
2389836,250R002436
2389837,250R002437
2389838,250R002438
2389839,250R002439
2389840,250R002440
2389841,250R002441
2389842,250R002442
2389843,250R002443
2389844,250R002444
2389845,250R002445
2389846,250R002446
2389847,250R002447
2389848,250R002448
2389849,250R002449
2389850,250R002450
2389851,250R002451
2389852,250R002452
2389853,250R002453
2389854,250R002454
2389855,250R002455
2389856,250R002456
2389857,250R002457
2389858,250R002458
2389859,250R002459
2389860,250R002460
2389861,250R002461
2389862,250R002462
2389863,250R002463
2389864,250R002464
2389865,250R002465
2389866,250R002466
2389867,250R002467
2389868,250R002468
2389869,250R002469
2389870,250R002470
2389871,250R002471
2389872,250R002472
2389873,250R002473
2389874,250R002474
2389875,250R002475
2389876,250R002476
2389877,250R002477
2389878,250R002478
2389879,250R002479
2389880,250R002480
2389881,250R002481
2389882,250R002482
2389883,250R002483
2389884,250R002484
2389885,250R002485
2389886,250R002486
2389887,250R002487
2389888,250R002488
2389889,250R002489
2389890,250R002490
2389891,250R002491
2389892,250R002492
2389893,250R002493
2389894,250R002494
2389895,250R002495
2389896,250R002496
2389897,250R002497
2389898,250R002498
2389899,250R002499
2389900,250R002500
2389901,250R002501
2389902,250R002502
2389903,250R002503
2389904,250R002504
2389905,250R002505
2389906,250R002506
2389907,250R002507
2389908,250R002508
2389909,250R002509
2389910,250R002510
2389911,250R002511
2389912,250R002512
2389913,250R002513
2389914,250R002514
2389915,250R002515
2389916,250R002516
2389917,250R002517
2389918,250R002518
2389919,250R002519
2389920,250R002520
2389921,250R002521
2389922,250R002522
2389923,250R002523
2389924,250R002524
2389925,250R002525
2389926,250R002526
2389927,250R002527
2389928,250R002528
2389929,250R002529
2389930,250R002530
2389931,250R002531
2389932,250R002532
2389933,250R002533
2389934,250R002534
2389935,250R002535
2389936,250R002536
2389937,250R002537
2389938,250R002538
2389939,250R002539
2389940,250R002540
2389941,250R002541
2389942,250R002542
2389943,250R002543
2389944,250R002544
2389945,250R002545
2389946,250R002546
2389947,250R002547
2389948,250R002548
2389949,250R002549
2389950,250R002550
2389951,250R002551
2389952,250R002552
2389953,250R002553
2389954,250R002554
2389955,250R002555
2389956,250R002556
2389957,250R002557
2389958,250R002558
2389959,250R002559
2389960,250R002560
2389961,250R002561
2389962,250R002562
2389963,250R002563
2389964,250R002564
2389965,250R002565
2389966,250R002566
2389967,250R002567
2389968,250R002568
2389969,250R002569
2389970,250R002570
2389971,250R002571
2389972,250R002572
2389973,250R002573
2389974,250R002574
2389975,250R002575
2389976,250R002576
2389977,250R002577
2389978,250R002578
2389979,250R002579
2389980,250R002580
2389981,250R002581
2389982,250R002582
2389983,250R002583
2389984,250R002584
2389985,250R002585
2389986,250R002586
2389987,250R002587
2389988,250R002588
2389989,250R002589
2389990,250R002590
2389991,250R002591
2389992,250R002592
2389993,250R002593
2389994,250R002594
2389995,250R002595
2389996,250R002596
2389997,250R002597
2389998,250R002598
2389999,250R002599
2390000,250R002600
2390001,250R002601
2390002,250R002602
2390003,250R002603
2390004,250R002604
2390005,250R002605
2390006,250R002606
2390007,250R002607
2390008,250R002608
2390009,250R002609
2390010,250R002610
2390011,250R002611
2390012,250R002612
2390013,250R002613
2390014,250R002614
2390015,250R002615
2390016,250R002616
2390017,250R002617
2390018,250R002618
2390019,250R002619
2390020,250R002620
2390021,250R002621
2390022,250R002622
2390023,250R002623
2390024,250R002624
2390025,250R002625
2390026,250R002626
2390027,250R002627
2390028,250R002628
2390029,250R002629
2390030,250R002630
2390031,250R002631
2390032,250R002632
2390033,250R002633
2390034,250R002634
2390035,250R002635
2390036,250R002636
2390037,250R002637
2390038,250R002638
2390039,250R002639
2390040,250R002640
2390041,250R002641
2390042,250R002642
2390043,250R002643
2390044,250R002644
2390045,250R002645
2390046,250R002646
2390047,250R002647
2390048,250R002648
2390049,250R002649
2390050,250R002650
2390051,250R002651
2390052,250R002652
2390053,250R002653
2390054,250R002654
2390055,250R002655
2390056,250R002656
2390057,250R002657
2390058,250R002658
2390059,250R002659
2390060,250R002660
2390061,250R002661
2390062,250R002662
2390063,250R002663
2390064,250R002664
2390065,250R002665
2390066,250R002666
2390067,250R002667
2390068,250R002668
2390069,250R002669
2390070,250R002670
2390071,250R002671
2390072,250R002672
2390073,250R002673
2390074,250R002674
2390075,250R002675
2390076,250R002676
2390077,250R002677
2390078,250R002678
2390079,250R002679
2390080,250R002680
2390081,250R002681
2390082,250R002682
2390083,250R002683
2390084,250R002684
2390085,250R002685
2390086,250R002686
2390087,250R002687
2390088,250R002688
2390089,250R002689
